name,sex
dwaipayan,1
dwijaraj,1
dwijendra,1
dwijesh,1
dyumani,1
dyutit,1
edhas,1
edi,1
ednit,1
eeshwar,1
egaiarasu,1
eha,1
ehimay,1
eka,1
ekachandra,1
ekachith,1
ekagrah,1
ekaksha,1
ekalavya,1
ekalinga,1
ekambar,1
ekana,1
ekanath,1
ekanga,1
ekansh,1
ekapad,1
ekaraj,1
ekatan,1
eknath,1
elango,1
elil,1
elilarasan,1
elilarasu,1
elilvendan,1
ellu,1
elumalai,1
eshwar,1
etash,1
evyavan,1
faakhir,1
faaris,1
faarooq,1
fadi,1
fadl,1
fadlullah,1
fahad,1
faiyaz,1
fakhry,1
falgu,1
fanibhusan,1
fanindra,1
fanish,1
fanishwar,1
faraz,1
fareed,1
farhad,1
farhat,1
faris,1
fateen,1
fatik,1
fawaz,1
fidaa,1
firdaus,1
fravash,1
fuad,1
gaganvihari,1
gajanan,1
gajanand,1
ganaka,1
ganapati,1
ganaraj,1
gandesha,1
gandhar,1
gandharaj,1
gandharva,1
gandhik,1
gandira,1
ganendra,1
gangadutt,1
gangesh,1
gangeya,1
gangol,1
ganjan,1
garisht,1
gaurang,1
gaurinath,1
gavisht,1
gayak,1
gayan,1
geet,1
ghalib,1
ghanashyam,1
giridari,1
giridhar,1
girik,1
girilal,1
girindra,1
gopan,1
gopichand,1
gorakh,1
gourishankar,1
grahish,1
granthik,1
grihith,1
gudakesha,1
gulzar,1
gulzarilal,1
gunalan,1
gunaratna,1
gunayukth,1
gunwant,1
gupil,1
gursharan,1
gurudas,1
gurudutt,1
gyandev,1
hafiz,1
hakesh,1
hamir,1
hans,1
hansaraj,1
hanumant,1
harekrishna,1
haresh,1
haridas,1
harigopal,1
harihar,1
harikanth,1
harilal,1
harinaksh,1
hariprasad,1
hariraj,1
harishchandra,1
haritbaran,1
harith,1
harkrishna,1
harmendra,1
haroon,1
harshad,1
harshal,1
harshaman,1
harshavardhan,1
harshil,1
harshul,1
harshvardhan,1
hashmat,1
hasit,1
hassan,1
hemachandra,1
hemadri,1
hemamdar,1
heman,1
hemang,1
hemaraj,1
hemendra,1
hemendu,1
heramba,1
himachal,1
himadri,1
himaghna,1
himnish,1
hiranmay,1
hirendra,1
hiresh,1
hitendra,1
hriday,1
hridayanand,1
hridayesh,1
hridaynath,1
hridik,1
hriman,1
hrishikesh,1
hritish,1
hurditya,1
hussain,1
ibhanan,1
ibhya,1
idris,1
iham,1
ihit,1
ikshu,1
ilaiyavan,1
ilamporai,1
ilamurugu,1
ilancheliyan,1
ilandevan,1
ilango,1
ilanthirayan,1
ilavalagan,1
ilavarasan,1
ilavenil,1
iman,1
imaran,1
inakanta,1
inbanathan,1
indeever,1
indivar,1
indradutt,1
indrajeet,1
indrajit,1
indraneel,1
indrasena,1
indrasuta,1
indratan,1
indubhushan,1
induhasan,1
indulal,1
indumat,1
indushekhar,1
inesh,1
iniyavan,1
intekhab,1
iraiyavan,1
iri,1
irshaad,1
irya,1
isaiarasu,1
isaivalan,1
isar,1
ishrat,1
itish,1
iyyappan,1
izhar,1
jadhav,1
jagachandra,1
jagad,1
jagadayu,1
jagadbandu,1
jagadeep,1
jagadev,1
jagadhidh,1
jagadip,1
jagadish,1
jagajeet,1
jagajeevan,1
jaganmay,1
jagannath,1
jagath,1
jagesh,1
jagjeevan,1
jahan,1
jaidayal,1
jaigath,1
jaigopal,1
jaikrishna,1
jaimini,1
jainarayan,1
jairaj,1
jaisal,1
jaishankar,1
jaisukh,1
jaitra,1
jaiwant,1
jalad,1
jalal,1
jalendra,1
jalendu,1
jalindra,1
janamejay,1
janardan,1
janav,1
janith,1
janya,1
japa,1
japan,1
japendra,1
japesh,1
jasamit,1
jasapal,1
jasbeer,1
jashan,1
jashun,1
jasraj,1
jatya,1
javin,1
jayad,1
jayadeep,1
jayaditya,1
jayant,1
jayanta,1
jayashekhar,1
jaysukh,1
jeemutbahan,1
jehangir,1
jenya,1
jhoomer,1
jignesh,1
jihan,1
jinendra,1
jishnu,1
jivitesh,1
jnyandeep,1
jnyaneshwar,1
jogindra,1
jograj,1
jugnu,1
jujhar,1
jusal,1
jyotichandra,1
jyotiprakash,1
jyotiranjan,1
jyotirdhar,1
jyotirmoy,1
kailas,1
kailashchandra,1
kailashnath,1
kalapriya,1
kalash,1
kalidas,1
kalimohan,1
kalipada,1
kaliranjan,1
kalith,1
kalpa,1
kalya,1
kamadev,1
kamalakar,1
kamalapati,1
kamalesh,1
kamalnayan,1
kaman,1
kamat,1
kamik,1
kamod,1
kamraj,1
kamran,1
kamukh,1
kanad,1
kanak,1
kanal,1
kandan,1
kandarpa,1
kanha,1
kanishta,1
kantilal,1
kantimoy,1
kanu,1
kanvar,1
kanwal,1
kanwaljeet,1
kanwalkishore,1
kapish,1
kareem,1
karna,1
karnik,1
kartikeya,1
karun,1
karunamay,1
karunashankar,1
kashif,1
kashinath,1
kashiprasad,1
kashyap,1
kathith,1
kaunteya,1
kausar,1
kaustav,1
kaustubh,1
kavan,1
kavi,1
kaviraj,1
kedar,1
kevalkishore,1
kevalkumar,1
keyur,1
khadim,1
khajit,1
khazana,1
khemprakash,1
kinshuk,1
kiranmay,1
kirik,1
kirit,1
kirtikumar,1
kishorekumar,1
kotijit,1
kovida,1
kriday,1
krishanu,1
krishnachandra,1
krishnadeva,1
krishnakanta,1
krishnakumar,1
krishnala,1
krishnamurari,1
krishnamurthy,1
krishnaroop,1
krishnendu,1
kshaunish,1
kuber,1
kuberchand,1
kularanjan,1
kulik,1
kundanlal,1
kundir,1
kunja,1
kunjabihari,1
lagan,1
lakshin,1
lakshmibanta,1
lakshmidhar,1
lakshmigopal,1
lakshmikanta,1
lalitaditya,1
lalitchandra,1
lalitkishore,1
lalitkumar,1
lalitmohan,1
lambodar,1
lankesh,1
latafat,1
latif,1
lavana,1
lochan,1
lohitaksha,1
lokajit,1
loknath,1
lokprakash,1
lokranjan,1
madanapal,1
madangopal,1
madhav,1
madhavdas,1
madhuk,1
madhukanta,1
madhukar,1
madhumay,1
madhup,1
madhusudhana,1
madin,1
madur,1
magadh,1
magan,1
mahabahu,1
mahabala,1
mahaj,1
mahanidhi,1
mahaniya,1
mahanth,1
maharath,1
maharth,1
maheepati,1
maheshwar,1
mahijith,1
mahin,1
mahir,1
mahish,1
mahith,1
mahmud,1
mainak,1
maitreya,1
makarand,1
makul,1
makur,1
malay,1
manajith,1
manas,1
manasyu,1
manavendra,1
mandar,1
mandhatri,1
mandin,1
mandir,1
mandith,1
manendra,1
mangesh,1
manibhushan,1
manik,1
manikandan,1
manindra,1
manishankar,1
manith,1
manmatha,1
mannan,1
mannath,1
mannith,1
manonith,1
manoranjan,1
manoth,1
manprasad,1
mansukh,1
manth,1
manuj,1
manyu,1
mardav,1
mareechi,1
markandeya,1
martand,1
martanda,1
marut,1
maruti,1
matsendra,1
mayanka,1
meghashyam,1
meghdutt,1
meghnad,1
mehdi,1
mehmood,1
mehul,1
mekhal,1
meru,1
milind,1
milun,1
mirza,1
misal,1
mitesh,1
mithil,1
mitra,1
mohajit,1
mohal,1
mohin,1
mohnish,1
mohul,1
moulik,1
mrigankamouli,1
mrigankasekhar,1
mrigendra,1
mrigesh,1
mubarak,1
muhamad,1
muktananda,1
mukunda,1
mukut,1
mulkraj,1
mumtaz,1
muni,1
murali,1
muralidhar,1
muralimanohar,1
musheer,1
nabarun,1
nabendu,1
nabhanyu,1
nabhas,1
nabhi,1
nabhith,1
nabhya,1
nachiketa,1
nadal,1
nadin,1
nagarin,1
nagarjun,1
nagesh,1
nahusha,1
nairit,1
naishadh,1
nakshatra,1
nalin,1
nalinaksha,1
namasyu,1
nambi,1
namdev,1
nandakishor,1
nandan,1
nandin,1
naotau,1
narahari,1
narasimha,1
narayana,1
narhari,1
narmad,1
narottam,1
narsimha,1
nartan,1
narun,1
natesh,1
nathan,1
nathin,1
natraj,1
natwar,1
navalan,1
navaneet,1
navrang,1
navroz,1
nayath,1
nedumaan,1
nedumaran,1
neel,1
neeladri,1
neelambar,1
neelanjan,1
neelesh,1
neelkanta,1
neelkanth,1
neelmadhav,1
neelmani,1
neelotpal,1
neeraf,1
nibodh,1
nidhish,1
nigam,1
nihar,1
niket,1
nikhat,1
nikhilesh,1
nikunj,1
nikunja,1
nilay,1
nilesh,1
nimai,1
nimish,1
ninad,1
nirad,1
nirajit,1
niral,1
niramay,1
niramitra,1
nirav,1
nirijhar,1
nirmalya,1
nirmanyu,1
nirmit,1
nirmohi,1
nirupam,1
nirvan,1
nischal,1
nischith,1
nishad,1
nishanath,1
nishesh,1
nishit,1
nishkama,1
nishok,1
nissim,1
niteesh,1
nithik,1
nithilan,1
nityagopal,1
nityanand,1
nityananda,1
nityasundar,1
nivrutti,1
niyath,1
nripa,1
nripendra,1
nripesh,1
oha,1
ohas,1
om,1
omanand,1
omar,1
omja,1
omrao,1
omswaroop,1
oojam,1
oorjit,1
oppilmani,1
ori,1
osman,1
ottakoothan,1
oviyan,1
paavan,1
pachai,1
pachaimani,1
pachaimuthu,1
padman,1
padmanabh,1
padmanabha,1
padmapati,1
palani,1
palaniappan,1
palanikumar,1
palanimurugan,1
palanisami,1
palanivel,1
palash,1
palashkusum,1
palashranjan,1
pallav,1
panchanan,1
pandhari,1
panduranga,1
panini,1
panmoli,1
parag,1
parakram,1
paramananda,1
paramartha,1
paramesh,1
parameshwar,1
paramhansa,1
paranjay,1
parantapa,1
parashar,1
parashuram,1
paravasu,1
parees,1
paresh,1
pariket,1
parikshit,1
parimal,1
parin,1
parindra,1
paritosh,1
parnad,1
partha,1
parthapratim,1
parvatinandan,1
pasupati,1
patakin,1
patanjali,1
pathik,1
pathin,1
patralika,1
pavak,1
pavalan,1
payas,1
payod,1
peeyush,1
perumal,1
phalgun,1
phaninath,1
phanindra,1
phanishwar,1
phenil,1
phoolendu,1
pinak,1
pinaki,1
pirmohammed,1
pitambar,1
ponnan,1
poojan,1
poojit,1
poorna,1
poornachandra,1
prabal,1
prabhas,1
prabhav,1
prabir,1
prabodh,1
prabodhan,1
prabuddha,1
prachetas,1
prachur,1
pradnesh,1
pradosh,1
pradyot,1
pradyumna,1
pradyun,1
prafulla,1
pragun,1
prajeet,1
prajesh,1
prajin,1
prajit,1
prakat,1
pralay,1
pramath,1
pramesh,1
pramit,1
pran,1
pranav,1
pranay,1
pranet,1
pranit,1
pranjal,1
pranjivan,1
pransukh,1
prasad,1
prasanna,1
prasata,1
prasenjit,1
prasham,1
prashanta,1
prasiddhi,1
prasoon,1
prasun,1
prateep,1
prateet,1
pratik,1
pratiti,1
pratosh,1
praval,1
pravar,1
praver,1
pravir,1
prayag,1
preetish,1
premal,1
premanand,1
premendra,1
prithu,1
prithvijaj,1
prithviraj,1
priyabrata,1
priyaranjan,1
pugal,1
pugalendhi,1
pujit,1
pukhraj,1
pulak,1
pulakesh,1
pulastya,1
pulin,1
pulish,1
pundalik,1
pundarik,1
punyabrata,1
punyasloka,1
purandar,1
puranjay,1
purnanada,1
purnendu,1
puru,1
purujit,1
purumitra,1
pururava,1
purushottam,1
pushpak,1
puskara,1
pyaremohan,1
qatadah,1
quamar,1
quasim,1
qudamah,1
qutub,1
radhak,1
radhakanta,1
radhakrishna,1
radhatanaya,1
radhavallabh,1
radheya,1
rafat,1
raghavendra,1
raghunath,1
raghupati,1
rahas,1
raheem,1
rahman,1
raivath,1
rajak,1
rajani,1
rajanikant,1
rajanikanta,1
rajanya,1
rajarshi,1
rajas,1
rajatshubhra,1
rajdulari,1
rajendrakumar,1
rajendramohan,1
rajyeshwar,1
rakshan,1
ramakanta,1
ramanuja,1
ramashray,1
ramavatar,1
ramith,1
ramkishore,1
ramkrishna,1
rammohan,1
rampratap,1
ramratan,1
ranajay,1
ranajit,1
rangan,1
ranganath,1
rangith,1
rasaraj,1
rasbihari,1
rasesh,1
rashmil,1
rasik,1
ratannabha,1
rathik,1
rathin,1
ratish,1
ratnakar,1
ravikiran,1
ravinandan,1
ravishu,1
raza,1
razak,1
rebanta,1
riddhiman,1
ripudaman,1
rishikesh,1
rituparan,1
ritvik,1
rizvan,1
rochak,1
rochan,1
rohanlal,1
rohitasva,1
ruchir,1
rujul,1
rukma,1
rupin,1
rushil,1
rustom,1
rutajit,1
rutujit,1
sabarinathan,1
sabhya,1
sacchidananda,1
sachet,1
sachetan,1
sachit,1
sadaiappan,1
sadanand,1
sadashiva,1
sadeepan,1
sadhan,1
saeed,1
sagun,1
sahaj,1
sahas,1
sahay,1
sainath,1
saipraasad,1
saipratap,1
sajal,1
salarjung,1
salil,1
samarendra,1
samarendu,1
samarjit,1
samarth,1
sambaran,1
sambhav,1
sambhddha,1
sambit,1
sameen,1
samendra,1
samgram,1
samiran,1
sammath,1
samrat,1
samudra,1
samudragupta,1
samudrasen,1
samvath,1
samyak,1
sanabhi,1
sanam,1
sanatan,1
sanchay,1
sandananda,1
sandeepan,1
sangupt,1
sanjan,1
sanjith,1
sanjivan,1
sanjog,1
sankalpa,1
sankara,1
sankarshan,1
sanket,1
sanobar,1
sanwariya,1
sanyog,1
saquib,1
saral,1
sarang,1
saras,1
sarasija,1
sarasvat,1
sarat,1
saravanan,1
sarbajit,1
sarfaraz,1
sarup,1
sarvadaman,1
sarvanavel,1
sarwar,1
sashreek,1
satindra,1
satrijit,1
satvamohan,1
satyajit,1
satyakam,1
satyaki,1
satyamurty,1
satyankar,1
satyapriya,1
satyasheel,1
satyavan,1
satyavrat,1
satyavrata,1
satyendra,1
savanth,1
savar,1
savitendra,1
sayam,1
sayed,1
seemanta,1
selvakumaran,1
selvan,1
senajit,1
sendhil,1
sendhilnathan,1
sengannan,1
senmal,1
senthamarai,1
shaan,1
shachin,1
shaheen,1
shailendra,1
shaistakhan,1
shaktidhar,1
shakunt,1
shakyasinha,1
shalin,1
shameek,1
shamindra,1
shams,1
shamshu,1
shandar,1
shankha,1
shanmukha,1
shantanu,1
shantashil,1
shantimay,1
shantinath,1
shantiprakash,1
shantipriya,1
sharadchandra,1
sharadindu,1
sharan,1
sharang,1
shardul,1
shariq,1
shashanka,1
shashee,1
shashibhushan,1
shashidhar,1
shashikiran,1
shashimohan,1
shashishekhar,1
shatrughna,1
shatrujit,1
shatrunjay,1
shattesh,1
shaunak,1
sheil,1
shesh,1
shevantilal,1
shikhar,1
shirish,1
shiromani,1
shirshirchandra,1
shishir,1
shishirkumar,1
shishupal,1
shivendra,1
shivendu,1
shivesh,1
shivshankar,1
shobhan,1
shoorsen,1
shravan,1
shravankumar,1
shrenik,1
shreshta,1
shreyas,1
shridhar,1
shrigopal,1
shrihari,1
shrikanta,1
shrikrishna,1
shrikumar,1
shrinivas,1
shripad,1
shripati,1
shriranga,1
shrish,1
shrivatsa,1
shriyans,1
shubha,1
shubhang,1
shubhankar,1
shubhashis,1
shubhendu,1
shubhranshu,1
shuddhashil,1
shulabh,1
shvetang,1
shvetank,1
shyamal,1
shyamsundar,1
siddhanta,1
siddhartha,1
siddheshwar,1
singaravelan,1
sitakanta,1
sitanshu,1
sitikantha,1
sivakumaran,1
sivanta,1
smarajit,1
smaran,1
smritiman,1
smyan,1
snehal,1
snehanshn,1
snehin,1
soham,1
soman,1
somansh,1
somendra,1
someshwar,1
sopan,1
soumil,1
soumyakanti,1
souren,1
sourish,1
sragvibhushan,1
srijan,1
srinivas,1
sriram,1
sual,1
subal,1
subbarao,1
subinay,1
subramani,1
subrata,1
suchir,1
sudama,1
sudeep,1
sudesha,1
sudeva,1
sudhakar,1
sudhamay,1
sudhan,1
sudhanssu,1
sudhi,1
sudhindra,1
sudhish,1
sudhith,1
sudip,1
sugata,1
sugreev,1
sugriva,1
suhas,1
suhrid,1
suhrit,1
sujash,1
sujay,1
sukant,1
suketu,1
sukhamay,1
sukrit,1
sulalit,1
sulekh,1
sulochan,1
sumanta,1
sumantra,1
sumedh,1
sumeet,1
sumitra,1
sunanda,1
sunasi,1
sundaravel,1
suneet,1
sunirmal,1
suparna,1
suprakash,1
supratik,1
supratim,1
supriya,1
sur,1
surajit,1
suranjan,1
surdeep,1
suren,1
suryabhan,1
suryakant,1
suryakanta,1
suryashankar,1
sushanta,1
sushobhan,1
sushrut,1
sushruta,1
sutej,1
sutejas,1
suvan,1
suvimal,1
suvrata,1
suyash,1
swagat,1
swaminath,1
swapan,1
swapnil,1
swaraj,1
swarup,1
swayambhu,1
swetaketu,1
syamantak,1
taizeen,1
tajdar,1
talat,1
talleen,1
tamal,1
tamkinat,1
tamonash,1
tanay,1
tapasendra,1
tapasranjan,1
tapomay,1
tarak,1
tarakeshwar,1
taraknath,1
taral,1
taran,1
tarang,1
taranga,1
taraprashad,1
tarik,1
tarit,1
tarpan,1
taruntapan,1
tathagata,1
tausiq,1
teerth,1
teerthankar,1
tejas,1
tejeshwar,1
tejomay,1
thangabalu,1
thangadurai,1
thangamani,1
thangarajan,1
thangasami,1
thangavel,1
thayanban,1
theeran,1
thenappan,1
thevan,1
thinakaran,1
thirugnanam,1
thirumal,1
thirumalai,1
thirumani,1
thiruvalluvar,1
thooyavan,1
timin,1
timir,1
timirbaran,1
tirtha,1
titir,1
toshan,1
trailokva,1
trambak,1
tribhuvan,1
tridib,1
trigun,1
trilokesh,1
trishanku,1
trishul,1
trivikram,1
tufan,1
tuhin,1
tuhinsurra,1
tukaram,1
tula,1
tulasidas,1
tulsidas,1
tungar,1
tungesh,1
turanyu,1
tusharkanti,1
tusharsuvra,1
tyagraja,1
udar,1
udayachal,1
udayan,1
udayasooriyan,1
uddhar,1
uddhav,1
udeep,1
udyam,1
udyan,1
ujagar,1
ujala,1
ujesh,1
ujwal,1
ulagan,1
ulagappan,1
ulhas,1
umanand,1
umanant,1
umaprasad,1
umed,1
umrao,1
unmaivilambi,1
unmesh,1
unnat,1
upagupta,1
upamanyu,1
urjita,1
ushakanta,1
utanka,1
utkarsha,1
utpal,1
utsav,1
uttal,1
uttar,1
uttiya,1
vachan,1
vachaspati,1
vaijnath,1
vaikunth,1
vajra,1
vajradhar,1
vajramani,1
vajrapani,1
valavan,1
vallabh,1
valmiki,1
vaman,1
vanajit,1
vandan,1
vaninath,1
vardhaman,1
varij,1
varindra,1
vasant,1
vasava,1
vasistha,1
vasu,1
vasudev,1
vasuman,1
vatsal,1
vedanga,1
vedavrata,1
vedmohan,1
veera,1
velan,1
vendan,1
vengai,1
veni,1
venimadhav,1
vetrival,1
vibhas,1
vibhat,1
vibhishan,1
vibhu,1
vidur,1
vidyacharan,1
vidyadhar,1
vidyaranya,1
vidyasagar,1
vidyut,1
vighnesh,1
vihanga,1
vikramaditya,1
vikramajit,1
vikramendra,1
vikranta,1
vilas,1
vilok,1
vilokan,1
vineet,1
vinesh,1
viplab,1
viplav,1
vipra,1
vir,1
viral,1
virochan,1
vishram,1
vishvajit,1
vishvakarma,1
vishvatma,1
vishwambhar,1
vishwamitra,1
vishwas,1
vishwesh,1
vismay,1
viswanath,1
viswas,1
vithala,1
vivekananda,1
vrajakishore,1
vrajamohan,1
vrajanadan,1
vrajesh,1
vrishin,1
vyasa,1
vyomesh,1
wadee,1
wajeeh,1
waman,1
wasan,1
yadav,1
yadavendra,1
yadunandan,1
yadunath,1
yaduraj,1
yaduvir,1
yagna,1
yahyaa,1
yajat,1
yajnadhar,1
yajnarup,1
yajnesh,1
yamajith,1
yashodhan,1
yashodhara,1
yatindra,1
yayin,1
yoganand,1
yudhajit,1
yudhisthir,1
yugma,1
yukta,1
yuvaraj,1
yuyutsu,1
aabida,0
aachal,0
aafrin,0
aakanksha,0
aalina,0
aaliya,0
aamina,0
aamna,0
aamrin,0
aanamika,0
aanchal,0
aanik,0
aansi,0
aanya,0
aaradhana,0
aarati,0
aardhna,0
aarifa,0
aarifun,0
aarju,0
aarushi,0
aasa,0
aashia,0
aashiya,0
aashma,0
aasma,0
aasmin,0
aastha,0
aasu,0
aatikun,0
aayana,0
aayesha,0
aaysha,0
aazadijully,0
abhaki,0
abida,0
adiba,0
aesha,0
afarin,0
afrin,0
afrina,0
afroz,0
afsana,0
afsari,0
afsha,0
afshana,0
ahsamin,0
aishe,0
ajara,0
ajima,0
ajju,0
ajkati,0
ajmeri,0
ajmit,0
ajnabi,0
ajnoor,0
ajra,0
akansha,0
akbari,0
akhatari,0
akhtari,0
akthari,0
aktri,0
alahbasri,0
alapna,0
albina,0
aleesha,0
alema,0
alhamdi,0
alima,0
alina,0
alis,0
alish,0
alita,0
aliya,0
alkesh,0
alma,0
almina,0
alokmona,0
alseepa,0
amana,0
amanjeet,0
amari,0
amarin,0
amarmula,0
amasi,0
ambiya,0
ameera,0
amena,0
amida,0
amie,0
amijan,0
amiraka,0
amirul,0
amisha,0
amna,0
amrat,0
amreen,0
amreeta,0
amri,0
amrin,0
amritha,0
amrooti,0
amrta,0
amuda,0
anaji,0
anam,0
anandwati,0
anara,0
anarkali,0
anaro,0
anayatha,0
aneeta,0
anekha,0
anguri,0
anja,0
anjal,0
anjalirinku,0
anjaly,0
anjara,0
anjila,0
anjli,0
anjna,0
ankeet,0
annavi,0
annielal,0
anno,0
annpurna,0
anoopama,0
anoura,0
anshiya,0
anta,0
antim,0
antima,0
anupuma,0
anuska,0
anusoya,0
anusuiya,0
anuu,0
any,0
anzum,0
aphsana,0
apsana,0
araddhna,0
arati,0
arbana,0
archita,0
areen,0
ariba,0
arifa,0
arjina,0
armita,0
arpna,0
arshi,0
arshla,0
arsi,0
arthi,0
arvinder,0
arzoo,0
asana,0
asanti,0
asgari,0
ashanjali,0
asharani,0
ashma,0
ashman,0
ashmi,0
ashmin,0
ashnu,0
asho,0
ashra,0
ashrabi,0
ashtha,0
asiya,0
asma,0
asman,0
asmat,0
asmin,0
asmina,0
asmit,0
asrani,0
aswani,0
atiq,0
atta,0
avastha,0
avi,0
avneet,0
awshin,0
ayasha,0
aysha,0
ayushi,0
azmira,0
babali,0
babbi,0
babby,0
babita,0
badami,0
badarjahan,0
badru,0
badrunisha,0
bagdai,0
bagga,0
bahalen,0
bahnu,0
bahwana,0
baikunthi,0
baita,0
bakhtvaar,0
bakila,0
balalia,0
balbiri,0
bali,0
baliya,0
balti,0
bandana,0
bandani,0
bantu,0
banu,0
barakha,0
barsa,0
barti,0
bashanti,0
basiran,0
basnti,0
batasi,0
batloon,0
bato,0
batul,0
bavita,0
beauty,0
bebi,0
beby,0
beena,0
beera,0
beeti,0
beeuty,0
begam,0
begum,0
begumpur,0
belo,0
beni,0
benjeer,0
benjir,0
beti,0
bhabhiya,0
bhagay,0
bhaggo,0
bhagwanti,0
bhagwatishinnu,0
bhagya,0
bhakuni,0
bhanmati,0
bhanumati,0
bhanwari,0
bhanweri,0
bharatiruchika,0
bharkah,0
bharkha,0
bharti,0
bhatari,0
bhateri,0
bhatri,0
bhavana,0
bhawana,0
bhawar,0
bhawari,0
bhawna,0
bhgavti,0
bhiki,0
bholi,0
bhoori,0
bhteri,0
bhudevi,0
bhuli,0
bhumika,0
bhundki,0
bidami,0
bidhya,0
bigan,0
bijali,0
bilke,0
bilkis,0
bima,0
bimla,0
bina,0
binda,0
bindi,0
bindiya,0
bindvasini,0
binita,0
binu,0
bipnesh,0
birma,0
birmadevi,0
birmati,0
bironica,0
birtha,0
bishnu,0
bismilla,0
bitoo,0
bivla,0
biwa,0
bohati,0
brajesh,0
brkha,0
bsram,0
buchhi,0
budho,0
budhwanti,0
buity,0
bushara,0
bushra,0
busra,0
captain,0
chahat,0
chama,0
chanab,0
chancal,0
chanchala,0
chanchl,0
chandabai,0
chandani,0
chanderkala,0
chanderkali,0
chanderkanta,0
chanderwati,0
chandkor,0
chandni,0
chando,0
chandracala,0
chandrawati,0
chandrika,0
chango,0
channu,0
chanpa,0
chappla,0
chaya,0
chhabi,0
chhagana,0
chhamo,0
chhano,0
chhanya,0
chhaterwati,0
chhoti,0
chhotudevi,0
chinki,0
chinta,0
chitro,0
chnada,0
chnda,0
chndrakla,0
choti,0
chotibai,0
chotti,0
chumki,0
chuni,0
cosmic,0
dali,0
dalima,0
daljit,0
danista,0
danwati,0
darfasha,0
dariya,0
darkash,0
darshana,0
darshna,0
daulat,0
daveena,0
dayavati,0
dayawati,0
deeksha,0
deena,0
deepanshi,0
deepanti,0
deepka,0
deepmala,0
deepshikha,0
deeya,0
deou,0
depali,0
devanti,0
devendri,0
devideen,0
devkali,0
devli,0
dhakhadevi,0
dhamini,0
dhana,0
dhaneswar,0
dhaniya,0
dhanni,0
dhanpati,0
dhanwanti,0
dhanwati,0
dhapu,0
dharmshila,0
dhodi,0
dhola,0
dholi,0
dhrama,0
dibya,0
dila,0
dilish,0
dilkhush,0
dilshadi,0
dilshana,0
dimple,0
dipa,0
dipali,0
dipanshi,0
dipeeka,0
dipika,0
dishu,0
disi,0
diti,0
diwansi,0
dixya,0
diya,0
doli,0
dolley,0
dolo,0
doly,0
dropati,0
dropti,0
dumani,0
dur,0
durgabai,0
durgash,0
durgawati,0
dvndavva,0
ekamjeet,0
ekata,0
ektamamta,0
endrajeet,0
englas,0
eshavarya,0
eshwari,0
evan,0
faaija,0
fahija,0
fahira,0
faijina,0
fakiha,0
fakiri,0
fara,0
farah,0
faraha,0
faraheen,0
farana,0
fareem,0
fareen,0
fareena,0
farhaja,0
farhana,0
farhanaaz,0
farhanaz,0
farheen,0
farhib,0
farhin,0
farida,0
farina,0
farjana,0
farjanul,0
farmeena,0
farzana,0
fasrun,0
father,0
fatima,0
fatma,0
fauina,0
fauji,0
fazia,0
fazin,0
feflibai,0
felicia,0
fija,0
firdosh,0
firdous,0
firida,0
firoja,0
firoza,0
fiza,0
fool,0
foola,0
fooljhnah,0
foolmaya,0
foolwati,0
foranta,0
foranti,0
fornta,0
fozia,0
fra,0
frjana,0
frra,0
fuli,0
fuljhadi,0
fulo,0
gaitri,0
gajala,0
gajana,0
gajla,0
gajwanti,0
gali,0
gambhir,0
ganesi,0
gangajali,0
gango,0
ganita,0
gattu,0
gawri,0
gaytree,0
gaytri,0
geetanjali,0
geetika,0
geetu,0
genda,0
gendi,0
gendu,0
gila,0
gilbahar,0
girijarani,0
girishchandra,0
girja,0
gita,0
godambari,0
goldan,0
golden,0
gona,0
gori,0
gosia,0
gotiya,0
grace,0
groti,0
grpreet,0
guddi,0
guddibai,0
guddiya,0
guddiyaguddi,0
guddo,0
gudia,0
gudya,0
gulabsa,0
gulabsha,0
gulafsa,0
gulafsha,0
gulafshan,0
gulbasha,0
guldasta,0
gulesta,0
gulfara,0
gulfasa,0
gulfasha,0
gulfsa,0
gulfsal,0
gulista,0
guljan,0
gulnaaz,0
gulnaj,0
gulnanj,0
gulnaz,0
gulnaza,0
gulpacha,0
gulran,0
gulsan,0
gulsana,0
gulsha,0
gulshafa,0
gulshana,0
gulshtab,0
gulsida,0
gulwasha,0
gungun,0
guni,0
gunja,0
gurmala,0
gurmel,0
gyaan,0
gyatri,0
gyattri,0
gytri,0
habiba,0
hadisha,0
hafsa,0
hagami,0
hailena,0
hajari,0
hajrati,0
halima,0
halki,0
hamida,0
hamim,0
hamsiran,0
hanja,0
harana,0
harbai,0
harbas,0
harjit,0
harleen,0
harmeet,0
harmit,0
harneet,0
harprit,0
harry,0
harshi,0
harvindra,0
hasbul,0
haseena,0
hasibullah,0
hasmita,0
hazara,0
hazira,0
hazra,0
hazu,0
heena,0
hemani,0
hemanti,0
hemavanti,0
hemlat,0
hemlata,0
hemleta,0
hemuna,0
hetal,0
himanshee,0
himanshi,0
himansi,0
hina,0
hini,0
hiri,0
honey,0
hongsi,0
hoor,0
hudi,0
huma,0
humera,0
hurji,0
husainpreet,0
husana,0
huseni,0
husina,0
husiya,0
husnara,0
husno,0
hyatun,0
iema,0
iesha,0
ifteshyam,0
ikara,0
ilema,0
ilma,0
imrana,0
incee,0
inda,0
indara,0
indrvati,0
indta,0
